,Blue,Green,Red,NIR,SWIR1,SWIR2
996,23,18,12,62,31,11
997,36,30,21,13,8,6
998,32,28,25,16,3,2
999,72,67,65,93,47,34
1000,36,28,20,15,9,7
1001,26,26,18,98,39,15
1002,23,20,13,80,31,12
1003,38,35,35,27,7,6
1004,37,33,31,19,7,5
1005,37,32,27,13,7,6
1006,28,23,15,74,29,12
1007,27,22,15,65,20,9
1008,36,31,27,14,8,6
1009,28,21,14,74,31,12
1010,25,20,12,106,39,14
1011,25,21,13,105,31,10
1012,24,17,11,37,16,7
1013,28,27,26,72,54,28
1014,38,29,21,12,8,6
1015,24,20,12,92,25,8
1016,25,25,16,100,37,14
1017,38,34,30,20,9,7
1018,38,35,31,17,12,9
1019,27,26,18,92,39,15
1020,38,36,35,21,6,5
1021,26,22,14,91,36,14
1022,28,25,17,82,33,13
1023,26,21,14,71,27,11
1024,24,22,12,118,33,11
1025,26,23,14,113,35,12
1026,26,20,15,74,29,11
1027,32,24,18,15,11,8
1028,39,34,24,15,10,8
1029,23,20,13,92,30,11
1030,36,28,21,18,12,10
1031,25,19,12,71,26,11
1032,40,35,32,22,8,6
1033,42,37,31,19,14,11
1034,39,33,28,17,11,8
1035,25,20,13,68,27,11
1036,34,30,25,11,6,5
1037,25,21,13,85,35,12
1038,36,33,32,19,9,7
1039,27,22,16,67,30,14
1040,26,23,17,76,37,15
1041,26,20,13,80,20,7
1042,36,30,25,13,6,5
1043,26,22,17,71,45,20
1044,36,32,29,17,8,7
1045,27,23,15,79,32,13
1046,37,30,26,14,10,8
1047,35,29,23,12,8,6
1048,37,30,26,18,10,8
1049,26,23,14,112,39,14
1050,28,25,19,86,31,12
1051,25,21,13,63,27,12
1052,26,24,15,103,36,13
1053,37,32,23,14,10,7
1054,37,34,32,19,9,6
1055,35,31,29,21,6,4
1056,26,22,14,94,29,12
1057,35,31,28,15,10,7
1058,37,34,33,26,8,6
1059,29,23,15,83,34,13
1060,24,21,13,89,34,12
1061,39,35,34,32,10,7
1062,25,24,17,84,39,15
1063,32,23,17,14,10,8
1064,26,21,18,57,48,25
1065,37,33,32,24,9,7
1066,38,30,23,17,10,7
1067,35,31,27,15,7,5
1068,26,21,14,72,31,12
1069,40,36,32,19,9,6
1070,26,21,14,88,33,12
1071,25,19,12,67,25,10
1072,25,20,13,86,31,12
1073,25,24,16,106,39,15
1074,29,25,17,98,36,13
1075,25,22,18,40,22,11
1076,25,23,15,90,33,13
1077,24,18,11,82,32,11
1078,28,26,18,101,39,16
1079,35,30,26,14,6,4
1080,24,21,13,91,31,11
1081,25,19,12,82,21,7
1082,40,35,32,23,8,6
1083,33,25,17,13,9,7
1084,36,32,28,23,7,4
1085,32,21,15,12,8,6
1086,26,26,17,106,40,15
1087,43,38,31,23,16,14
1088,25,20,14,41,15,6
1089,36,34,31,22,5,4
1090,35,28,19,13,9,7
1091,36,31,26,14,7,5
1092,24,21,13,92,28,10
1093,28,24,17,72,21,7
1094,26,20,13,62,28,13
1095,26,19,13,71,30,11
1096,27,22,15,85,31,12
1097,34,24,19,15,11,9
1098,30,20,15,11,8,6
1099,36,33,29,16,8,6
1100,25,21,13,81,28,10
1101,27,23,16,87,24,9
1102,30,22,15,11,9,7
1103,24,20,13,88,31,11
1104,37,28,20,15,9,7
1105,27,22,17,60,29,13
1106,26,21,16,58,27,10
1107,26,19,12,82,16,6
1108,38,35,34,20,8,6
1109,31,21,16,12,8,6
1110,40,36,34,24,9,7
1111,26,19,13,46,16,7
1112,27,24,17,73,32,13
1113,39,31,26,17,11,8
1114,36,30,26,15,10,7
1115,26,23,17,76,28,12
1116,37,33,32,21,6,4
1117,27,21,14,81,32,11
1118,37,34,30,15,8,6
1119,24,20,13,68,34,13
1120,25,22,14,89,32,13
1121,33,26,18,13,10,7
1122,26,23,15,98,27,10
1123,25,21,13,93,29,10
1124,27,22,15,67,27,11
1125,25,19,13,57,21,8
1126,40,33,27,17,11,8
1127,36,32,30,18,7,5
1128,25,24,15,106,39,14
1129,25,22,13,90,31,12
1130,24,19,13,44,20,9
1131,37,32,24,15,9,7
1132,39,35,30,17,10,8
1133,25,22,14,97,28,9
1134,36,31,30,28,6,4
1135,26,21,14,81,29,11
1136,27,26,18,86,38,16
1137,37,31,25,14,11,8
1138,37,29,19,12,8,6
1139,26,21,13,83,30,11
1140,25,20,14,70,36,14
1141,39,31,23,15,8,6
1142,26,22,14,89,32,12
1143,25,21,13,94,35,12
1144,33,27,22,11,7,5
1145,24,21,14,50,24,11
1146,25,22,14,99,21,7
1147,23,18,10,77,29,9
1148,39,33,26,12,7,6
1149,34,26,17,10,6,5
1150,37,32,30,21,7,6
1151,36,33,31,22,8,6
1152,25,21,14,83,32,13
1153,26,21,14,82,23,9
1154,28,26,17,81,25,10
1155,25,21,13,95,37,13
1156,40,36,34,21,11,8
1157,24,22,14,59,18,8
1158,27,21,13,86,32,11
1159,37,31,24,14,9,7
1160,27,23,17,68,45,20
1161,24,18,11,57,17,6
1162,27,22,18,50,36,17
1163,26,23,17,70,38,16
1164,25,22,14,56,19,8
1165,24,19,13,65,25,10
1166,25,24,15,104,38,13
1167,24,17,10,59,15,5
1168,33,26,17,12,9,7
1169,35,31,28,13,7,5
1170,28,23,16,87,36,13
1171,37,32,29,16,7,5
1172,36,28,20,15,10,8
1173,35,32,29,16,8,6
1174,32,22,17,14,11,9
1175,39,33,28,18,10,8
1176,26,22,15,65,24,11
1177,35,31,30,20,8,6
1178,37,33,29,15,9,7
1179,25,22,15,77,39,14
1180,27,20,13,50,17,6
1181,26,24,15,86,27,10
1182,32,22,16,13,9,7
1183,37,28,20,11,7,6
1184,26,22,14,92,31,11
1185,28,20,14,73,41,17
1186,29,21,15,12,9,7
1187,26,19,13,76,30,11
1188,37,32,24,14,10,8
1189,25,21,14,89,33,11
1190,23,18,11,75,28,10
1191,26,22,14,84,28,10
1192,35,30,28,14,6,5
1193,35,28,19,10,6,5
1194,26,21,14,63,35,12
1195,36,32,28,15,8,6
1196,26,19,13,63,23,9
1197,26,20,12,71,24,8
1198,31,21,16,11,8,6
1199,29,24,17,68,24,11
1200,38,31,23,17,13,10
1201,25,21,13,87,36,13
1202,33,27,23,11,6,5
1203,32,21,17,14,10,8
1204,24,19,13,54,20,8
1205,25,22,14,90,34,13
1206,37,33,32,26,6,4
1207,27,27,19,98,43,17
1208,26,23,16,69,33,14
1209,36,31,28,16,8,6
1210,26,23,15,90,30,11
1211,25,21,15,62,28,15
1212,25,19,12,51,19,8
1213,26,22,14,80,27,11
1214,27,24,17,69,42,18
1215,33,28,22,12,7,6
1216,33,23,18,14,11,8
1217,35,28,20,15,10,8
1218,38,33,32,23,8,6
1219,32,24,18,15,13,10
1220,35,27,20,16,12,9
1221,26,26,17,103,43,16
1222,37,33,32,26,9,7
1223,28,28,20,96,43,18
1224,27,19,13,43,19,10
1225,26,20,14,61,30,12
1226,26,23,14,105,41,17
1227,27,24,15,97,38,14
1228,25,21,13,98,34,12
1229,38,35,33,22,7,5
1230,37,35,33,25,7,6
1231,34,25,16,13,8,6
1232,23,18,11,70,26,9
1233,24,18,11,62,20,9
1234,33,22,17,14,11,8
1235,25,20,13,87,30,10
1236,27,23,14,99,34,13
1237,24,19,12,85,33,12
1238,27,21,14,56,28,12
1239,25,21,13,102,38,13
1240,36,30,28,16,6,4
1241,31,28,23,14,4,3
1242,41,36,34,42,17,13
1243,25,22,14,82,38,14
1244,27,21,16,74,34,13
1245,38,33,28,15,7,5
1246,24,18,11,80,30,11
1247,36,28,20,12,8,7
1248,32,24,18,14,11,9
1249,29,25,20,61,33,14
1250,43,38,33,25,12,8
1251,26,22,14,75,32,11
1252,36,28,20,15,12,9
1253,39,35,31,17,10,8
1254,24,18,11,83,25,9
1255,24,20,14,102,39,13
1256,39,33,26,17,11,8
1257,25,21,14,75,28,11
1258,24,19,12,61,30,11
1259,25,20,14,68,34,12
1260,27,21,15,62,22,11
1261,36,30,24,11,6,5
1262,24,20,13,70,28,12
1263,37,32,25,15,11,9
1264,26,21,15,75,30,12
1265,24,20,13,57,22,13
1266,37,32,30,22,6,4
1267,28,21,15,82,34,13
1268,25,20,15,70,34,13
1269,33,25,18,10,6,5
1270,28,25,17,89,32,13
1271,38,34,30,18,6,4
1272,33,25,17,9,6,5
1273,40,36,30,19,13,11
1274,34,27,19,12,8,6
1275,34,30,28,17,6,4
1276,35,29,23,13,9,7
1277,24,18,12,78,31,11
1278,35,31,29,27,10,6
1279,35,27,21,17,13,10
1280,25,23,16,78,33,12
1281,31,21,15,12,9,7
1282,27,23,15,96,36,13
1283,39,36,36,25,11,8
1284,38,32,25,13,8,7
1285,37,33,28,13,9,7
1286,39,33,31,22,8,6
1287,26,24,15,104,37,14
1288,39,33,29,16,9,7
1289,27,23,15,96,32,12
1290,25,20,13,77,27,10
1291,36,32,30,23,6,4
1292,24,20,12,104,31,10
1293,24,19,11,69,24,9
1294,40,34,32,28,7,4
1295,28,25,17,81,27,12
1296,25,21,13,86,29,10
1297,35,31,30,20,6,5
1298,39,34,29,17,10,8
1299,25,20,14,55,27,12
1300,27,22,14,90,35,12
1301,29,25,18,35,21,12
1302,43,38,33,20,12,9
1303,23,18,12,49,18,8
1304,38,32,25,17,12,9
1305,25,25,17,92,35,14
1306,27,23,14,89,29,13
1307,25,20,14,47,19,9
1308,26,21,14,82,22,8
1309,36,31,25,15,7,5
1310,25,22,14,95,27,9
1311,42,39,37,25,15,12
1312,26,21,14,70,27,10
1313,27,24,18,88,43,19
1314,37,31,24,14,10,8
1315,38,33,30,17,9,7
1316,25,20,12,82,22,9
1317,25,21,13,85,34,15
1318,37,34,32,19,10,8
1319,26,21,13,92,34,13
1320,39,33,24,17,11,9
1321,27,22,15,85,31,12
1322,30,21,15,12,9,7
1323,43,36,30,18,13,10
1324,37,30,22,16,12,9
1325,24,18,11,66,24,9
1326,32,24,17,13,10,8
1327,26,23,14,98,30,11
1328,25,20,13,69,31,12
1329,38,33,30,18,10,8
1330,26,25,15,98,25,10
1331,31,23,15,12,9,7
1332,26,25,17,84,26,11
1333,35,30,23,13,9,7
1334,41,36,29,20,12,9
1335,24,19,12,79,27,9
1336,25,20,13,62,29,11
1337,27,23,16,84,26,9
1338,28,22,14,83,33,14
1339,29,24,16,62,29,12
1340,26,24,15,95,25,9
1341,36,32,31,21,8,6
1342,29,20,14,11,8,6
1343,35,30,25,17,8,7
1344,33,28,23,13,8,7
1345,24,21,13,94,31,11
1346,30,21,15,11,8,7
1347,30,21,15,12,8,6
1348,28,21,16,71,36,15
1349,27,23,19,50,36,17
1350,25,21,13,76,29,10
1351,26,19,12,87,33,11
1352,26,20,13,72,30,11
1353,27,22,15,87,36,13
1354,26,19,13,69,25,9
1355,25,21,13,94,35,12
1356,37,28,19,11,6,5
1357,26,20,14,54,21,8
1358,35,26,21,18,14,12
1359,36,32,28,18,8,6
1360,40,37,36,24,15,13
1361,26,24,16,81,37,14
1362,31,21,15,12,9,7
1363,25,22,14,86,36,14
1364,31,27,19,92,36,14
1365,31,20,15,11,9,7
1366,40,34,30,20,13,11
1367,38,35,34,29,6,4
1368,33,26,17,13,8,6
1369,25,22,14,61,31,14
1370,26,21,15,79,26,11
1371,35,26,19,15,12,9
1372,23,19,12,93,30,11
1373,35,31,28,32,10,6
1374,40,35,31,18,9,7
1375,25,20,12,81,29,11
1376,38,33,27,16,8,7
1377,29,23,18,57,37,17
1378,25,19,13,55,21,10
1379,26,21,14,89,33,13
1380,27,24,16,87,35,15
1381,26,21,14,80,28,11
1382,44,38,33,23,15,12
1383,37,35,34,25,7,5
1384,23,20,13,75,28,10
1385,29,25,21,69,42,19
1386,25,22,15,96,29,10
1387,31,20,16,13,10,7
1388,41,35,29,21,13,11
1389,39,33,29,18,9,6
1390,27,22,14,90,31,12
1391,36,32,30,21,6,5
1392,28,23,17,61,27,14
1393,36,32,32,23,5,3
1394,38,33,25,14,10,7
1395,41,36,30,17,12,9
1396,34,28,23,12,7,6
1397,25,21,13,92,26,9
1398,36,32,26,15,10,7
1399,27,23,15,89,34,13
1400,25,19,13,75,28,10
1401,38,33,29,17,8,6
1402,24,19,13,82,30,10
1403,28,20,13,79,30,12
1404,39,34,25,17,11,8
1405,27,20,13,52,22,12
1406,26,20,14,59,24,11
1407,43,35,31,18,10,7
1408,36,32,31,16,8,6
1409,41,35,29,17,9,7
1410,36,32,31,22,8,6
1411,39,35,32,30,6,3
1412,24,23,14,109,36,12
1413,25,20,12,88,31,11
1414,27,27,20,101,45,17
1415,25,21,14,63,33,12
1416,36,29,23,12,8,6
1417,25,24,16,89,38,15
1418,39,34,31,18,7,5
1419,24,19,12,79,27,9
1420,25,24,15,103,36,13
1421,42,37,31,17,9,7
1422,25,20,14,65,34,13
1423,37,34,31,18,8,6
1424,29,26,19,88,40,16
1425,35,30,29,18,6,4
1426,23,19,12,81,32,11
1427,26,20,13,69,25,10
1428,38,33,29,17,8,6
1429,39,32,26,16,13,9
1430,36,32,30,23,8,6
1431,25,20,14,82,28,11
1432,36,31,29,21,6,4
1433,36,31,30,18,7,5
1434,25,22,14,80,34,13
1435,37,33,32,27,7,5
1436,33,27,18,12,13,10
1437,23,17,11,69,28,10
1438,35,28,22,15,9,7
1439,37,33,29,15,7,5
1440,33,23,18,14,10,7
1441,24,19,14,43,25,11
1442,45,38,31,23,17,15
1443,39,34,26,18,9,6
1444,28,24,17,83,32,12
1445,24,23,15,87,35,13
1446,38,33,28,16,9,7
1447,38,34,30,18,10,8
1448,34,26,16,11,8,6
1449,29,26,18,82,31,12
1450,26,22,18,60,32,14
1451,23,22,14,40,42,20
1452,25,23,15,87,35,12
1453,38,33,27,13,9,6
1454,26,19,13,59,21,9
1455,36,32,30,21,6,4
1456,28,21,14,58,25,11
1457,26,22,18,68,36,16
1458,26,23,15,94,30,11
1459,40,35,31,16,9,6
1460,34,29,28,17,6,4
1461,26,21,14,79,22,8
1462,41,33,28,18,8,6
1463,27,21,16,55,31,15
1464,34,22,17,14,12,9
1465,35,31,28,17,9,7
1466,27,23,16,105,31,12
1467,26,21,13,77,28,11
1468,37,31,23,15,10,8
1469,36,33,32,20,7,5
1470,32,25,20,56,21,10
1471,31,21,14,11,8,6
1472,39,34,28,16,10,8
1473,28,23,17,79,35,14
1474,38,35,33,18,9,7
1475,29,20,14,10,7,5
1476,38,32,28,17,10,8
1477,24,19,12,50,19,8
1478,26,20,14,81,34,12
1479,24,21,12,94,32,11
1480,23,18,11,81,28,10
1481,26,22,16,58,29,14
1482,32,22,16,13,10,8
1483,32,23,16,13,9,7
1484,34,29,26,18,5,4
1485,36,27,20,15,13,10
1486,40,36,33,21,10,7
1487,35,25,19,15,10,8
1488,37,32,31,26,6,4
1489,24,21,12,86,31,12
1490,27,27,19,93,39,16
1491,36,31,25,12,8,6
1492,26,24,16,98,36,14
1493,38,33,31,22,6,3
1494,31,23,17,13,10,8
1495,27,18,16,45,28,10
1496,24,21,15,70,41,19
1497,26,21,14,83,29,11
1498,36,32,31,21,8,6
1499,25,21,16,76,46,20
1500,33,23,18,14,9,8
1501,25,21,14,82,32,13
1502,37,32,23,15,13,11
1503,27,26,17,102,40,15
1504,25,21,13,76,31,11
1505,32,22,17,13,8,6
1506,39,34,31,19,8,6
1507,37,34,33,21,6,5
1508,36,31,29,20,5,3
1509,27,23,15,88,24,9
1510,24,20,13,82,34,12
1511,23,19,12,79,30,10
1512,26,23,14,96,36,13
1513,30,21,15,12,9,7
1514,26,19,12,63,21,7
1515,36,32,28,15,8,6
1516,31,21,15,11,9,7
1517,27,23,15,90,27,9
1518,38,30,23,16,10,8
1519,25,19,14,47,24,12
1520,32,25,18,10,7,5
1521,41,35,31,19,8,6
1522,37,34,33,23,9,6
1523,26,21,14,75,30,12
1524,24,18,12,39,15,7
1525,37,30,24,16,10,8
1526,32,26,17,10,7,6
1527,39,31,23,19,15,12
1528,26,20,16,58,36,16
1529,27,21,14,58,28,11
1530,30,20,15,12,8,6
1531,32,21,16,14,10,8
1532,25,20,14,76,30,12
1533,36,31,26,14,9,7
1534,39,37,35,27,6,4
1535,34,25,21,19,15,12
1536,24,21,13,88,29,11
1537,40,34,28,18,11,8
1538,40,36,35,26,11,8
1539,27,23,15,95,24,8
1540,34,30,27,13,6,4
1541,36,31,26,13,8,6
1542,38,34,31,17,7,5
1543,24,19,12,73,33,13
1544,35,30,24,13,8,6
1545,29,24,17,89,35,13
1546,24,22,14,77,28,11
1547,35,29,22,11,7,5
1548,37,27,18,12,9,7
1549,25,20,13,74,26,11
1550,25,19,14,68,25,10
1551,24,21,13,84,35,13
1552,25,24,17,84,38,15
1553,27,19,13,59,22,8
1554,26,23,17,82,35,14
1555,25,21,14,78,35,12
1556,28,21,14,61,24,11
1557,37,32,28,18,6,4
1558,25,23,16,94,39,14
1559,25,21,13,84,28,11
1560,25,20,13,66,21,8
1561,25,22,14,87,29,10
1562,26,22,15,75,31,13
1563,25,19,12,54,25,11
1564,28,21,20,48,29,18
1565,27,24,17,87,29,14
1566,37,32,29,18,7,5
1567,24,20,12,92,32,11
1568,33,23,16,13,9,7
1569,24,19,12,78,28,10
1570,26,22,15,72,37,16
1571,28,24,17,67,28,15
1572,25,20,12,87,26,9
1573,27,22,15,83,35,14
1574,37,34,33,21,7,5
1575,28,22,14,83,32,12
1576,35,28,19,14,9,7
1577,39,34,31,26,9,7
1578,24,20,13,95,32,12
1579,25,22,14,85,33,13
1580,25,20,14,64,22,8
1581,35,29,20,14,10,8
1582,27,22,15,87,38,14
1583,26,25,15,109,39,13
1584,26,24,19,78,32,14
1585,27,24,17,79,33,14
1586,24,20,12,88,31,11
1587,25,23,15,75,32,15
1588,23,17,10,51,18,7
1589,26,18,13,68,28,10
1590,26,23,16,88,31,12
1591,25,23,13,90,36,13
1592,40,33,26,15,9,7
1593,26,21,14,87,23,8
1594,36,31,29,24,6,4
1595,26,17,12,37,12,7
1596,35,30,27,13,6,4
1597,25,20,12,89,32,12
1598,33,24,17,11,6,5
1599,25,20,12,61,17,6
1600,40,34,31,24,10,7
1601,41,37,36,25,17,13
1602,24,18,12,66,21,8
1603,36,32,29,16,9,7
1604,25,21,17,47,37,18
1605,25,24,16,92,40,16
1606,38,35,34,21,6,5
1607,35,30,28,19,6,4
1608,23,19,12,78,28,10
1609,35,30,28,15,5,4
1610,26,23,16,75,32,14
1611,37,31,23,16,10,8
1612,25,22,13,97,37,14
1613,38,33,28,15,9,7
1614,25,18,12,58,28,10
1615,34,25,17,13,9,7
1616,26,20,13,85,31,11
1617,23,18,11,81,31,12
1618,25,18,12,49,20,9
1619,37,32,30,21,7,5
1620,42,35,29,20,11,8
1621,43,35,32,22,15,13
1622,24,16,10,39,12,4
1623,27,23,16,80,41,16
1624,26,23,18,55,33,16
1625,39,36,29,17,11,8
1626,25,23,15,107,36,13
1627,32,26,17,11,7,5
1628,30,19,14,11,8,6
1629,27,23,17,72,51,25
1630,27,22,17,30,14,6
1631,25,20,13,87,34,12
1632,37,32,28,16,8,7
1633,27,23,15,90,28,10
1634,37,32,28,20,7,6
1635,36,28,20,14,10,7
1636,27,24,16,97,40,16
1637,28,23,15,73,24,11
1638,40,37,33,20,13,10
1639,40,36,28,20,16,13
1640,40,35,29,17,11,9
1641,26,23,15,90,33,12
1642,27,23,15,98,42,16
1643,23,20,13,86,31,12
1644,33,26,19,10,6,5
1645,25,22,14,92,28,9
1646,27,22,15,88,30,12
1647,26,22,16,55,32,17
1648,25,21,13,90,28,10
1649,35,31,29,16,7,5
1650,25,20,12,86,31,11
1651,25,18,13,72,35,13
1652,36,31,30,22,7,5
1653,36,32,29,16,9,7
1654,36,32,29,19,5,4
1655,30,21,14,10,7,5
1656,24,19,12,50,18,8
1657,25,19,13,62,24,9
1658,40,34,24,19,13,10
1659,35,31,28,19,7,4
1660,24,20,14,87,35,12
1661,23,16,9,58,13,6
1662,26,25,16,97,34,13
1663,37,33,29,15,11,9
1664,26,25,17,83,32,13
1665,34,30,27,13,4,3
1666,25,23,16,74,35,14
1667,26,19,14,13,7,5
1668,35,32,30,16,6,4
1669,31,21,16,12,9,6
1670,24,19,12,80,29,11
1671,25,20,13,80,31,12
1672,27,23,18,72,34,16
1673,38,35,34,23,9,7
1674,28,20,16,45,25,14
1675,36,33,33,22,8,6
1676,26,20,14,68,26,11
1677,25,19,12,85,31,11
1678,41,36,31,21,11,9
1679,34,29,28,21,5,3
1680,26,21,15,80,31,12
1681,36,34,30,23,7,5
1682,36,27,19,14,8,6
1683,26,21,15,47,25,13
1684,24,19,11,85,31,10
1685,25,21,16,53,37,15
1686,38,30,22,13,8,6
1687,25,22,16,71,43,18
1688,43,39,30,19,15,12
1689,35,25,21,18,13,10
1690,38,35,35,32,6,4
1691,37,33,30,18,8,6
1692,40,34,27,18,14,11
1693,25,20,12,86,30,11
1694,25,24,15,101,34,12
1695,26,23,16,85,29,11
1696,27,25,18,82,35,15
1697,27,22,14,93,27,9
1698,36,29,22,15,12,9
1699,36,32,29,15,6,5
1700,25,19,12,81,27,10
1701,24,23,15,85,33,12
1702,37,32,30,22,6,4
1703,26,22,16,85,39,15
1704,25,21,14,73,29,11
1705,24,19,12,49,16,6
1706,38,33,27,18,11,8
1707,25,20,13,94,31,10
1708,26,20,13,80,27,10
1709,32,23,17,13,10,7
1710,28,24,17,96,24,9
1711,31,21,14,11,8,6
1712,39,34,30,16,8,5
1713,25,24,15,92,35,13
1714,40,32,22,14,10,8
1715,41,37,33,21,10,8
1716,34,31,27,15,7,4
1717,27,24,17,85,30,12
1718,25,21,14,75,30,11
1719,36,32,31,20,6,3
1720,24,19,12,85,29,10
1721,26,20,13,97,32,12
1722,25,21,14,79,32,11
1723,25,22,14,69,25,12
1724,28,24,16,78,33,12
1725,25,20,13,58,19,9
1726,30,25,18,70,42,18
1727,40,32,26,18,13,10
1728,25,19,12,72,23,8
1729,26,20,13,78,26,9
1730,26,23,16,81,38,16
1731,24,23,15,107,42,16
1732,25,21,14,69,30,13
1733,33,24,17,13,10,8
1734,39,35,33,26,5,4
1735,26,19,12,50,10,5
1736,24,20,13,80,34,13
1737,28,23,17,79,40,17
1738,34,25,18,15,11,9
1739,31,27,22,33,11,5
1740,26,27,19,92,40,17
1741,26,23,15,93,35,12
1742,24,23,15,85,30,11
1743,36,32,29,18,8,6
1744,26,22,14,98,33,11
1745,38,34,31,26,8,6
1746,24,18,11,73,28,9
1747,27,23,16,57,30,12
1748,28,21,16,54,37,18
1749,23,19,11,93,34,12
1750,27,22,15,71,29,11
1751,31,25,22,36,14,9
1752,25,20,13,81,30,11
1753,22,18,11,75,30,11
1754,31,22,17,15,10,8
1755,26,21,14,68,33,14
1756,26,22,14,78,34,13
1757,24,22,15,79,32,13
1758,37,32,26,14,12,9
1759,26,22,15,86,33,13
1760,35,31,27,13,7,5
1761,37,27,22,19,15,12
1762,31,21,16,13,10,8
1763,26,21,14,78,21,8
1764,37,32,29,22,8,5
1765,35,28,21,15,11,9
1766,38,31,28,19,13,11
1767,36,32,32,28,13,9
1768,26,20,14,63,18,6
1769,35,31,30,21,7,5
1770,24,19,12,58,24,8
1771,37,33,30,18,9,6
1772,26,23,14,104,23,8
1773,25,22,14,76,25,9
1774,36,30,24,13,8,7
1775,26,23,15,95,32,12
1776,25,22,13,100,35,12
1777,23,18,11,84,34,11
1778,39,35,33,22,8,5
1779,33,24,16,12,8,7
1780,25,20,13,91,36,13
1781,33,23,17,14,10,8
1782,41,34,26,17,13,10
1783,35,27,19,10,7,6
1784,30,20,14,11,8,6
1785,26,22,16,59,28,12
1786,23,19,12,82,27,10
1787,40,36,35,30,7,4
1788,36,33,31,19,8,6
1789,25,23,15,98,31,11
1790,34,26,18,12,8,6
1791,38,35,29,19,10,8
1792,33,26,18,12,9,6
1793,26,22,15,59,26,12
1794,31,22,17,14,10,8
1795,24,21,13,85,35,15
1796,24,21,13,103,32,11
1797,25,20,12,84,32,12
1798,27,22,15,70,27,11
1799,38,30,22,12,7,6
1800,24,18,11,85,32,11
1801,23,19,11,86,28,10
1802,23,18,12,78,28,10
1803,25,22,14,96,35,12
1804,27,24,16,77,27,12
1805,32,24,15,11,7,5
1806,26,23,18,46,24,14
1807,37,32,29,17,9,7
1808,25,21,13,91,34,11
1809,25,19,12,90,31,10
1810,25,19,12,72,29,10
1811,23,19,12,73,30,11
1812,24,21,13,84,29,10
1813,35,31,29,19,6,4
1814,24,18,12,33,13,5
1815,26,20,13,84,28,10
1816,29,25,19,51,24,14
1817,34,25,16,12,9,7
1818,26,22,17,55,33,16
1819,36,31,29,23,6,4
1820,25,20,13,75,30,12
1821,37,32,26,13,8,6
1822,27,24,16,91,33,11
1823,36,32,27,14,7,5
1824,40,33,24,17,12,10
1825,36,32,27,14,6,5
1826,38,33,32,25,6,4
1827,30,21,14,11,8,6
1828,38,34,33,27,8,6
1829,34,29,22,11,7,5
1830,34,31,27,12,5,3
1831,24,22,14,79,27,10
1832,26,20,12,103,31,10
1833,36,29,24,13,9,7
1834,36,32,30,26,7,5
1835,36,28,21,13,7,6
1836,29,25,18,75,33,15
1837,26,23,14,96,32,12
1838,39,35,30,16,11,8
1839,40,35,30,16,7,5
1840,33,26,18,11,8,6
1841,28,23,17,75,37,15
1842,26,22,14,83,39,16
1843,36,34,32,20,8,6
1844,26,21,14,83,21,8
1845,26,20,14,65,21,7
1846,34,28,21,11,8,6
1847,24,24,15,98,37,14
1848,38,34,29,20,9,7
1849,25,25,15,103,38,14
1850,26,20,13,81,28,9
1851,41,33,25,14,6,5
1852,28,26,17,97,44,19
1853,25,21,14,75,29,11
1854,23,19,12,78,28,10
1855,26,21,17,44,27,13
1856,33,24,18,15,11,9
1857,23,16,9,51,16,5
1858,39,36,35,23,9,7
1859,39,32,25,13,8,6
1860,39,34,28,16,10,9
1861,24,20,13,87,30,11
1862,28,22,15,68,29,11
1863,25,20,12,85,34,13
1864,23,19,12,77,31,11
1865,25,22,15,79,29,12
1866,38,35,33,21,8,6
1867,38,33,30,19,7,5
1868,26,19,13,48,14,6
1869,26,20,13,85,30,10
1870,31,23,16,11,7,6
1871,26,21,15,69,29,11
1872,24,19,12,84,30,10
1873,34,30,27,16,7,5
1874,27,24,17,89,32,13
1875,24,19,12,78,25,9
1876,39,34,31,23,7,5
1877,23,19,11,73,29,10
1878,26,23,15,90,37,14
1879,38,31,28,14,7,5
1880,34,27,19,15,12,9
1881,25,20,13,88,32,12
1882,25,24,16,92,32,12
1883,24,19,12,78,31,11
1884,24,19,11,80,28,10
1885,26,23,15,89,26,9
1886,31,22,17,13,9,7
1887,26,22,14,82,32,13
1888,36,31,29,20,6,5
1889,26,19,13,46,18,8
1890,34,28,21,14,11,8
1891,26,21,14,89,31,12
1892,27,24,16,81,30,11
1893,36,33,32,20,8,6
1894,27,23,16,97,29,11
1895,32,25,20,9,6,5
1896,31,24,19,14,6,4
1897,26,24,15,91,32,12
1898,24,20,12,66,26,11
1899,24,19,12,78,31,12
1900,26,20,16,41,32,16
1901,38,25,19,16,12,9
1902,27,21,17,57,44,20
1903,37,29,22,14,9,7
1904,26,23,16,81,28,10
1905,26,24,16,83,31,12
1906,37,32,30,28,8,5
1907,25,20,13,90,35,13
1908,25,22,14,75,29,14
1909,25,23,16,85,33,14
1910,35,32,30,23,7,5
1911,34,29,26,13,9,7
1912,39,32,29,18,8,6
1913,29,19,13,9,6,4
1914,42,36,28,18,14,11
1915,39,36,34,19,11,8
1916,25,19,13,59,24,10
1917,25,19,12,79,27,10
1918,24,19,13,59,29,11
1919,25,22,15,73,26,11
1920,25,21,13,83,33,12
1921,33,25,17,13,10,8
1922,25,21,13,92,37,13
1923,27,23,14,58,20,8
1924,26,19,12,86,33,12
1925,33,26,18,13,9,7
1926,32,22,17,14,10,8
